topic_id,source_id,registered_in_sources_json,cited_role,exact_locator_available,media_artifact_path,findings_supported,findings_contradicted,findings_qualified,notes
g13-origin-age-baptism,nro-pd-86-41,yes,cross_unit,yes,sources/media/parish-register/,,,,"Prose cross-link only (no graph item in this unit): East Dereham register PD 86/41 image 00715 Entry E ('John son of ffrancis Gurnie', c.1609/10) supplies the younger birth-window reading weighed in analysis RI-000071. Canonical home is the identity/Candidate-B work (unstaged) plus the G14 Francis companion image apparatus; cross_unit exempts the prose-graph parity gate."
g13-origin-age-baptism,shedd-daniel-shed-genealogy-1920,yes,cross_unit,yes,https://archive.org/details/danielshedgeneal01shed,,,,"Prose citation carried without an in-unit item link: Daniel Shed's 1620 Finchingfield baptism + 1647 Braintree marriage to Mary Gurney bound John's marriage to the mid-1620s (adult by c.1625), the older-end handle on the birth window. Canonical home g13-family-wives-marriages first-wife finding RI-000063, reached here via RI-000070 DEPENDS_ON RI-000063; cross_unit exempts the parity gate."
g13-origin-trade-training,ukda-9263-mt-apprentices-scott-2024,yes,negative_within_scope,yes,sources/media/ukda-9263-merchant-taylors-apprentices/gurney-variants-extract.csv,G13-RI-000072;G13-RI-000088,,,"Scott 2024 (UKDA-SN-9263), full Merchant Taylors' binding/freedom transcription: no John-son-of-Francis binding to any MT master and zero Gurney patrimony freedoms across 1583-1800. Grounds negative_result RI-000072 (negative_within_scope). Origin surface is the un-frozen research/topics/merchant-taylors-1583-1800-gurney-analysis.md (outside the Plan 2b frozen inventory), so no legacy/supplemental row is due; the source journeys here via RI-000072. corpusPath repointed to the Gurney-variants extract CSV this pass so the artifact resolves and hash-baselines (validate 0/0). Also context_for RI-000088: Francis Gurney's own Merchant Taylor binding/freedom (father-son trade orientation)."
g13-origin-trade-training,millican-register-freemen-norwich-1934,yes,negative_within_scope,yes,sources/corpus_supplement/millican-norwich-freemen-apprentices-gurney-extracts.md,G13-RI-000073,,,"Register of the Freemen of Norwich 1548-1713: no John Gurney freedom admission c.1615-1660 (Gurney content otherwise Elizabethan + James Gurny freed 1648). Grounds negative_result RI-000073. From the frozen legacy block 'Online and full-text lead dispositions' (l.393), a ten-source multi-destination row left backlog and annotated; this source journeys via RI-000073."
g13-origin-trade-training,rising-millican-norwich-apprentices-index-nrs29-1959,yes,negative_within_scope,yes,sources/corpus_supplement/millican-norwich-freemen-apprentices-gurney-extracts.md,G13-RI-000073,,,"Index of Indentures of Norwich Apprentices (NRS 29, 1959): no enrolled John Gurney apprenticeship in the emigrant window; sole 17th-c Gurney is James s. Francis of St Peter Parmentergate (bound Michaelmas 1627). Grounds negative_result RI-000073. Same frozen legacy block (l.393) as millican; row stays backlog, annotated; this source journeys via RI-000073."
g13-origin-trade-training,winthrop-history-new-england-addenda-1636,yes,supports,yes,,G13-RI-000075,,,"Winthrop/Savage, History of New England Addenda p.422: the 21 July 1636 Newgate/Gurney apprentice order. Carried as analysis RI-000075 (the one enrolled 'John Gurney' apprenticeship, de-conflated from the emigrant on chronology). From the frozen legacy block 'The Newgate apprenticeship / 1636 record - de-conflated' (l.306); the trade-training bearing journeys here via RI-000075, the fuller de-conflation stays backlog -> identity."
g13-origin-trade-training,nehgr-62-94,yes,supports,yes,,G13-RI-000075,,,"The 17 March 1652/3 Wilson v. Faxon deposition gives the Braintree John as about fifty, supporting the older birth estimate used to distinguish him from the c.1615 Newgate apprentice. Directly linked to RI-000075 in the review revision."
g13-origin-trade-training,shedd-daniel-shed-genealogy-1920,yes,supports,yes,,G13-RI-000075,,,"The first-wife and daughter chronology (marriage by the mid-1620s; daughter born by c.1628) supports the conclusion that a c.1615 apprentice cannot be the Braintree father. Directly linked to RI-000075 in the review revision."
g13-origin-migration-network,history-of-weymouth,yes,context_for,yes,,G13-RI-000076;G13-RI-000090,,,"History of Weymouth (1923) family entries: Ludden the Old Planter (by 1632), Richard Porter a 1635 Hull-company settler, John King an early King's-Cove planter - grounds the reception finding RI-000076. Journeys in-unit via RI-000076. Also grounds the reception-network analysis RI-000090 (land-and-neighbour rings)."
g13-origin-migration-network,porter-genealogy-richard-porter-1878,yes,context_for,yes,sources/corpus_supplement/porter-genealogy-richard-porter-1878-gurney-extract.md,G13-RI-000076,,,Porter genealogy p.225 ('Ludden and Gurney were of Weymouth'): Richard Porter a 1635 Weymouth settler. Context_for the reception reading RI-000076; also carried in arrival/weymouth units.
g13-origin-migration-network,banks-planters-of-the-commonwealth-1930,yes,negative_within_scope,yes,,G13-RI-000077;G13-RI-000089,,,"NEW source (data/sources.json v1.10.0). Banks, Planters of the Commonwealth (1930): arranged Bevis/Diligent/Mary Anne lists carry no Gurney variant. Grounds the passenger-list negative RI-000077; journeys in-unit. Also context_for the Great-Migration-timing analysis RI-000089 (list survival by year)."
g13-origin-migration-network,drake-result-of-researches-1860,yes,negative_within_scope,yes,,G13-RI-000077;G13-RI-000089,,,"NEW source (data/sources.json v1.10.0). Drake, Result of Some Researches (1860): near-primary examinations for the same three ships; no New England Gurney passenger (sole 'Gourney' = Mayor of Dartmouth, unrelated St Christopher list). Grounds RI-000077; journeys in-unit. Also context_for the Great-Migration-timing analysis RI-000089."
g13-origin-migration-network,familysearch-fulltext-search,yes,negative_within_scope,yes,,G13-RI-000078,,,"FTS +Gurney/+Gurny +Hingham across pre-1800 MA full-text: zero Hingham-town hits (Hobart journal untested, gated). Grounds the Hingham reception-corridor negative RI-000078; journeys in-unit."
g13-origin-migration-network,suffolk-deeds-liber-iv-1888,yes,cross_unit,yes,sources/corpus_supplement/suffolk-deeds-liber-iv-1888-gurney-extracts.md,,,G13-RI-000079,"Prose-only cross-reference in the weak-lever section (Tyng of Stanford Rivers, Essex). Canonical home is g13-colonial-braintree-community; cited cross_unit here (no in-unit item link) - parity-exempt."
g13-origin-migration-network,shedd-daniel-shed-genealogy-1920,yes,cross_unit,yes,,,,G13-RI-000079,"Prose-only cross-reference in the weak-lever section (Daniel Shed of Finchingfield, Essex). Canonical homes are g13-family-wives-marriages / g13-colonial-frontier-rights; cited cross_unit here - parity-exempt."
g13-origin-wardship-network,mhs-winthrop-papers-gurdon-to-winthrop-1627,yes,supports,yes,,G13-RI-000080,,,The 1627 Gurdon-Winthrop letter (Winthrop Papers I:363 / MHS PWF01d256); primary document for the Court-of-Wards channel. Also underpins finding G13-RI-000083 and open_question G13-RI-000085 via relations.
g13-origin-wardship-network,tna-ward-c142-west-barsham-gurney-inquisitions,yes,supports,yes,,G13-RI-000081,,,Catalogue-level WARD 7 / C 142 inquisitions establishing the West Barsham wardship; underpins finding G13-RI-000083 via relations. Document pulls queued offline.
g13-origin-wardship-network,armstrong-norfolk-1781,yes,supports,yes,,G13-RI-000081,,,Edward Gournay chancel brass (d. Aug 1641; son and heir of Thomas Gournay and Martha Lewkenor) corroborating the wardship identifications. Fuller senior-branch account in research/places/west-barsham.md.
g13-origin-wardship-network,farrer-church-heraldry-norfolk,yes,supports,yes,,G13-RI-000081,,,"Independent 1887 record of the Edward Gournay brass, 'aetatis suae 33' (b. c.1608)."
g13-origin-wardship-network,blomefield-norfolk,yes,qualifies;supports,yes,,G13-RI-000185,,G13-RI-000081,"Two Blomefield uses in this unit: the variant 'Edmund / Frances Hovell / heir aged nine' terminal-generation reading QUALIFIES RI-000081 (unreconciled with the brass, not resolved); and the parish-advowson sweep (West Barsham vicars list + Gurney patron 1603 + 1603-1743 institution gap; Harpley and Great Ellingham excluded as the 1627 living) SUPPORTS the advowson evidence RI-000185, which in turn QUALIFIES the open Warford question RI-000085. West Barsham advowson extract carried in sources/corpus_supplement/blomefield-norfolk-vol7-pp42-47-west-barsham.md. Assimilates dump F-R3.6 (wardship-network bearing)."
g13-origin-wardship-network,muskett-suffolk-manorial-families-v1-1900,yes,supports,yes,,G13-RI-000082,,,Gurdon-of-Assington pedigree (pp.285-288) and the 1591 will of Martha Heigham of Denham (pp.289-290); the Gurdon-Sedley-Lewkenor puritan matrix. No Gurney in the volume. Underpins finding G13-RI-000083 via relations.
g13-origin-wardship-network,alumni-cantabrigienses-venn,yes,negative_within_scope,yes,,G13-RI-000085,,,Warford negative: no Warford of any spelling in Venn's Alumni Cantabrigienses to 1751.
g13-origin-wardship-network,foster-alumni-oxonienses-1500-1714,yes,negative_within_scope,yes,,G13-RI-000085,,,Warford negative: only too-early Elizabethan Bristol Warfordes in Foster's Alumni Oxonienses; added to RI-000085 via editor add_source_link.
g13-origin-wardship-network,familysearch-fulltext-search,yes,supports,yes,,G13-RI-000081,,,"Henry Gurney G15's 1 May 1621 will (packet read) names Thomas III living, fixing his death vita patris 1621x1623 and Edward's minority; added to RI-000081 to source the wardship chronology. Fuller treatment on the G15 companion (lead L-113)."
g13-origin-age-baptism,nro-pd-12-1,yes,supports,yes,,G13-RI-000086,,G13-RI-000070,"NRO PD 12/1: Francis Gurney x Margaret Rybett marriage, 23 Sep 1611, St Martin at Palace, Norwich. Carried as source_evidence RI-000086 (the fourth chronological handle on John's birth window); QUALIFIES the birth-window finding RI-000070. Parentage bearing held to the identity work; canonical home of the marriage is the G14 companion / case file."
g13-origin-age-baptism,findmypast-norfolk-banns-marriages-index,yes,supports,yes,sources/validations/findmypast-norfolk-banns-marriages-index.md,G13-RI-000086,,,"Corroborating index of the 1611 parents-marriage (Margaret Rybett x Frans, St Martin at Palace) on RI-000086."
g13-origin-age-baptism,shepard-spicksley-worth-age-2011,yes,context_for,yes,,G13-RI-000087,,,Methodological authority (age heaping in early-modern English depositions) for the decade-rounded reading of the deposition age; carried on analysis RI-000087.
g13-origin-trade-training,bho-hmc-kings-lynn-misc-writings,yes,context_for,yes,sources/corpus_supplement/bho-hmc-kings-lynn-francis-gurney-1622.md,G13-RI-000088,,,"HMC 11th Report App.III, King's Lynn Misc. Writings: Francis Gurney's 1622 worsted-yarn scheme with a Great Ellingham woolchapman - the family textile world grounding the trade-as-origin-handle analysis RI-000088."
g13-origin-migration-network,history-of-town-of-hingham-1893,yes,context_for,yes,sources/corpus_supplement/hingham-massachusetts-norfolk-emigrant-cohort-1633-1639.md,G13-RI-000091,,,"History of Hingham (1893): Cushing 206-from-Norfolk list + Diligent cohort parishes overlapping the Gurney Norfolk orbit (Great Ellingham, Hingham, Dereham) - the Norfolk-Hingham reception-corridor analysis RI-000091."
g13-origin-bury-connections,banks-brownell-1937,yes,supports,yes,,G13-RI-000092;G13-RI-000097,,,Banks/Brownell Topographical Dictionary p.151 'Bury St. Edmunds ... Banks Mss.' entry + the p.151 Bury emigrant cohort - carried as source_evidence RI-000092 and interpreted by the attribution finding RI-000097.
g13-origin-bury-connections,wikitree-newgate-14-horningsheath,yes,supports,yes,,G13-RI-000093,,,"John Newgate of Horningsheath (~3 mi from Bury St Edmunds), the master of the 1636 'John Gurney' apprentice - source_evidence RI-000093, the mechanism behind Banks's Bury tag."
g13-origin-bury-connections,bury-st-james-registers,yes,supports;negative_within_scope,yes,,G13-RI-000094;G13-RI-000096,,,"Bury St James register sweep (DGS 007413310): the only Bury Gurney household is Thomas x Lidda Broddish (m. c.1633-35), too late - evidence RI-000094 and one leg of the cleared-birthplace negative RI-000096."
g13-origin-bury-connections,findmypast-bury-st-edmunds-st-mary-gurney-burials-1653-1656,yes,supports;negative_within_scope,yes,,G13-RI-000095;G13-RI-000096,,,Bury St Mary Gurney burials 1653-56 (a Bury John buried 1653) - evidence RI-000095 and the other leg of the cleared-birthplace negative RI-000096.
g13-origin-bury-connections,anderson-gmd-2015,yes,supports,yes,,G13-RI-000097,,,Anderson GMD p.158 gives the origin as 'Unknown' - corroborates the finding RI-000097 that Banks's Bury attribution is an unproven lead.
g13-origin-bury-connections,winthrop-history-new-england-addenda-1636,yes,cross_unit,yes,,,,,"Prose footnote [^order] cites the 1636 Newgate-apprentice Boston-court order (Winthrop/Savage Addenda p.422); its canonical in-graph home is G13-RI-000075 in g13-origin-trade-training, so it carries no in-unit item link here. cross_unit exempts the parity gate."
g13-origin-traditions,accessgenealogy-lysander-franklin-gurney,yes,supports,yes,,G13-RI-000098;G13-RI-000101,,,AccessGenealogy 1912 Lysander Franklin Gurney sketch: the 29 Sept 1615 birth/Newgate-apprentice tradition (RI-000098) and the arms-cherished claim (RI-000101).
g13-origin-traditions,american-biography-cyclopedia-v26-gurney-1926,yes,supports,yes,,G13-RI-000098;G13-RI-000101,,,American Biography vol.26 (1926): the 29 Sept 1615 birth/Southwark tradition (RI-000098) and the American-arms/Norfolk-connection claim (RI-000101).
g13-origin-traditions,findagrave-john-gurney-252975617,yes,supports,yes,,G13-RI-000098;G13-RI-000099,,,Find a Grave memorial 252975617: the recycled 1615-birth/'Brent' tradition (RI-000098) and the new Elm Street Cemetery burial-place datum (RI-000099).
g13-origin-traditions,pettigrew-collectanea-house-gournay-1871,yes,supports,yes,,G13-RI-000101,,,"Pettigrew 1871 blazon (argent, a cross engrailed gules) corroborating the arms tradition's Norfolk correspondence, RI-000101."
g13-origin-traditions,farrer-church-heraldry-norfolk,yes,supports,yes,,G13-RI-000101,,,"Farrer 1887: in-situ West Barsham/Harpley Gournay arms, corroborating RI-000101. Also cited (a different fact) in g13-origin-wardship-network RI-000081."
g13-origin-traditions,armstrong-norfolk-1781,yes,supports,yes,,G13-RI-000101,,,"Armstrong 1781: West Barsham chancel-brass arms transcription, corroborating RI-000101. Also cited (a different fact) in g13-origin-wardship-network RI-000081."
g13-origin-traditions,winthrop-history-new-england-addenda-1636,yes,cross_unit,yes,,,,,Prose footnote [^winthrop] cites the 1636 Newgate-apprentice court order; canonical in-graph home is G13-RI-000075 in g13-origin-trade-training. cross_unit exempts the parity gate.
g13-origin-traditions,wikitree-newgate-14-horningsheath,yes,cross_unit,yes,,,,,Prose footnote [^newgate-southwark] cites Newgate's Southwark residence; canonical in-graph home is G13-RI-000093 in g13-origin-bury-connections. cross_unit exempts the parity gate.
g13-identity-candidate-overview,anderson-gmd-2015,yes,supports,yes,sources/corpus/The Great Migration Directory 2025 Page 158.txt,G13-RI-000106,,,"Anderson's own bracketed documentary basis for the John Gurney entry (p.158: WJ 2:422; MBCR 1:331; NEHGR 62:94; SPR Case #338; Weymouth Hist 3:251; TAG 10:70-73) corroborates the candidate-landscape finding's elimination-by-profile framing. Linked directly on RI-000106's item_sources. [Topic id repointed 2026-07-10: this row belongs to the candidate-overview unit, which now carries the id g13-identity-candidate-overview; g13-identity-assessment now names the 37-identity-assessment synthesis unit.]"
g13-identity-candidate-overview,fischer-albions-seed-1989,yes,context_only,no,,G13-RI-000104,,,"Prose footnote [^religion] cites the Puritan East Anglian migration-corridor context for the matching-criteria profile's soft religion strand. Not linked to an item_source; context_only exempts the parity gate. [Topic id repointed 2026-07-10: this row belongs to the candidate-overview unit, which now carries the id g13-identity-candidate-overview; g13-identity-assessment now names the 37-identity-assessment synthesis unit.]"
g13-identity-candidate-a,fs-england-births-christenings,yes,supports,yes,,G13-RI-000107;G13-RI-000108,,,FS index records for the Stewkley/Aylesbury baptism chain (RI-000107) and the Luke Gurney / Edward Gurny Aylesbury households (RI-000108).
g13-identity-candidate-a,findmypast-bucks-marriage-index,yes,supports,yes,,G13-RI-000107;G13-RI-000108,,,1628 Bierton marriage (RI-000107) and household-map cross-reference (RI-000108).
g13-identity-candidate-a,findmypast-bucks-baptism-index,yes,supports,yes,,G13-RI-000108,,,"East Claydon, Chesham, Wing, and Cublington baptism entries in the Bucks household map."
g13-identity-candidate-a,findmypast-bucks-burial-index,yes,supports,yes,,G13-RI-000108,,,"East Claydon, Chesham, and Edward Gurny burial entries in the Bucks household map."
g13-identity-candidate-a,phillimore-bucks-marriages-vol1,yes,supports,yes,,G13-RI-000109,,,1661 Edlesborough John Gurney x Mary Kidgell marriage cluster.
g13-identity-candidate-ackworth,findmypast-ackworth-gurnoe-burton-marriage-1636,yes,supports,yes,,G13-RI-000111,,,1636 Ackworth marriage transcript.
g13-identity-candidate-ackworth,findmypast-ackworth-gurnoe-baptism-1637-john-thomas,yes,supports,yes,,G13-RI-000111,,,1637 Ackworth baptism transcript.
g13-identity-candidate-ackworth,sprague-braintree,yes,cross_unit,yes,,,,,Prose footnote cites Sarah's c.1628 birth bounding the colonial John's first marriage; canonical in-graph home is G13-RI-000065 in g13-family-family-group. cross_unit exempts the parity gate.
g13-identity-candidate-ackworth,torrey-new-england-marriages-prior-1700,yes,cross_unit,yes,,,,,Same footnote as sprague-braintree above; canonical home is G13-RI-000065 in g13-family-family-group. cross_unit exempts the parity gate.
g13-identity-other-eliminations,familysearch-fulltext-search,yes,supports,yes,,G13-RI-000114,,,"1638 Earsham will, full-resolution image read."
g13-identity-other-eliminations,paige-list-freemen-massachusetts-1849,yes,supports,yes,,G13-RI-000116,,,"John Gurnell 1643 freeman application, distinct-surname resolution."
g13-identity-other-eliminations,findmypast-uk-parish-baptisms,yes,supports,yes,,G13-RI-000117,,,"Norfolk household-density survey, six parishes."
g13-identity-other-eliminations,fs-england-births-christenings,yes,supports;negative_within_scope,yes,,G13-RI-000117;G13-RI-000118;G13-RI-000119,,,Denton baptism (RI-000117); Richard/Isaac cluster-anchor negative search (RI-000118); Toddington burial/marriage (RI-000119).
g13-identity-other-eliminations,lma-st-mary-harrow-register-dro003,yes,supports,yes,,G13-RI-000119,,,Harrow on the Hill 1668/9 burials of a continuing John & Mary Gurney household.
g13-identity-other-eliminations,lma-st-giles-cripplegate-register-p69-gis-a-002,yes,supports,yes,,G13-RI-000119,,,"1640 Cripplegate burial, third Garney/Gurney family."
g13-identity-other-eliminations,tna-pcc-gurney-elimination-corpus,yes,supports,yes,,G13-RI-000119,,,PCC probate comparators anchoring separate English clusters.
g13-identity-other-eliminations,protestation-returns,yes,context_for,yes,,G13-RI-000119,,,"1641-42 Buckinghamshire returns, no John Gurney indexed; corroborates Candidate A's elimination cross-unit."
g13-identity-other-eliminations,gibson-dell-protestation,yes,context_for,yes,,G13-RI-000119,,,County-coverage finding aid for the Protestation Returns.
g13-identity-london-candidate,acl-robert-gurney-will-1625,yes,supports,yes,,G13-RI-000121,,,Robert Gurney's 1625 will naming John son and executor of the Old Change household.
g13-identity-london-candidate,rollco-drapers-gurney-old-change-cluster,yes,supports,yes,,G13-RI-000121,,,"Robert's 1581 Drapers' freedom and John's 1623/4 redemption/1630 master events; also carries the Hanging Houghton comparator mention (prose context only, no separate item)."
g13-identity-london-candidate,ancestry-pcc-wills-1384-1858,yes,negative_within_scope,yes,,G13-RI-000124,,,No Anne Gurney widow will/administration found 1625-1670. Previously an unregistered placeholder in the frozen candidate file; now registered (data/sources.json + validation worksheet).
g13-identity-london-candidate,arber-stationers-bsoc-petition-1646-hunscott,yes,context_for,yes,,G13-RI-000125,,,"Hunscot's 1646 petition, corroborating his continuing Stationers' standing."
g13-identity-london-candidate,arber-stationers-registers-1554-1640-deferred,yes,mentions,,,G13-RI-000125,,,"Still-unretrieved Arber Stationers' Registers vol. 3 raw-entry pull that might confirm the H-D1 father-name link, linked `mentions` on the redemption-analysis item."
g13-identity-london-candidate,bho-1640-principal-inhabitants-london-deferred,yes,mentions,,,G13-RI-000122,,,"Still-unretrieved 1640 Harvey list pull, linked `mentions` on the continuing-presence item."
g13-identity-london-candidate,bho-beaven-aldermen-richard-gourney-1589-1597,yes,mentions,yes,,G13-RI-000121,,,"Richard Gourney alderman/sheriff comparator, linked `mentions` on the identity-anchor item."
g13-identity-london-candidate,bho-london-hearth-tax-merry-2010,yes,supports,yes,,G13-RI-000122,,,"Decisive 1662 hearth-tax entry (1 hearth, ""poore""), the elimination ground."
g13-identity-london-candidate,bho-london-inhabitants-st-augustine-1638,yes,supports,yes,,G13-RI-000122,,,1638 St Augustine rents return placing John Gurney at £10.
g13-identity-london-candidate,bho-port-trade-early-elizabethan-london-richard-gurney-1567-8,yes,mentions,yes,,G13-RI-000121,,,"Richard Gurney haberdasher comparator (unrelated mercantile Gurney/Gournay), linked `mentions` on the identity-anchor item."
g13-identity-london-candidate,findmypast-boyds-inhabitants-london-candidate-d-gurney-cards,yes,supports,yes,,G13-RI-000122,,,Boyd's card corroborating the 1638/1661 St Augustine continuity.
g13-identity-london-candidate,fs-england-births-christenings,yes,negative_within_scope,yes,,G13-RI-000124,,,No wife Mary or matching children found in London parish/index records 1620-1641.
g13-identity-london-candidate,lma-st-augustine-watling-register-candidate-d-images,yes,context_for,yes,,G13-RI-000121,,,"Robert's earlier St Augustine children 1595/6-1601, weakening the Anne-Morris-as-mother assumption."
g13-identity-london-candidate,lma-st-magnus-martyr-register-candidate-d-images,yes,context_for,yes,,G13-RI-000121,,,1611 St Magnus the Martyr marriage of Robert Gourney and Anne Morris.
g13-identity-london-candidate,rollco-stationers-gurney-1613-1626,yes,supports,yes,,G13-RI-000125,,,1613 Stationers' apprenticeship binding of a John Gurney to James Boler.
g13-identity-london-candidate,rollco-stationers-hunscott-cluster,yes,context_for,yes,,G13-RI-000125,,,Joseph Hunscott/Henscott Stationers' master-event corpus supporting the H-D1 reading.
g13-identity-london-candidate,tna-e179-1661-london-poll-tax-deferred,yes,mentions,,,G13-RI-000122,,,"Still-unretrieved 1661 Free and Voluntary Present pull, linked `mentions` on the continuing-presence item; no longer load-bearing since the 1662 hearth tax confirms the elimination."
g13-family-mendon-descendants,bodge-soldiers-king-philips-war-1891,yes,supports,yes,sources/corpus_supplement/bodge-soldiers-king-philips-war-1891-gurney-extracts.md,G13-RI-000133,,,"p.114, Capt. Isaac Johnson's company, Dedham muster 1675, ""Peeter Gurnay"" on the Weymouth file - source_evidence RI-000133 supporting Peter's war service and 1676 death (RI-000134). [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,familysearch-fulltext-search,yes,supports,yes,,G13-RI-000126;G13-RI-000129,,,"Mendon manuscript town births (""Samuel son of John & Ruth Gurney,"" 14 March 1671) on RI-000126, and the Suffolk County probate registry copy used on RI-000129 to settle which same-named John cousin died at Mendon in 1675. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,mendon-proprietors-records-1899,yes,supports,yes,sources/corpus_supplement/mendon-proprietors-records-1899-gurney-extracts.md,G13-RI-000130;G13-RI-000131,,,"pp.13, 152-153 (John Gurny's twenty-acre lot, sold 1692) and pp.13, 43, 46, 463 (Grisel Gurney's separate lot, her will, and its chain) - the two source_evidence items behind the two-lot-holders finding RI-000132. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,nehgr-49-genealogical-gleanings-john-lewis,yes,mentions,yes,,G13-RI-000135,,,"John Lewis of Nevis will abstract, ""Mary Gurney the daughter of John Gurney"" - one of the two unresolved John-Jr.-line leads carried on the open_question RI-000135. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,plymouth-colony-records-vol8-shurtleff-pulsifer-1857,yes,supports,yes,,G13-RI-000127,,,"vol.8, Taunton town return, printed p.~60: ""John Bundey married to Ruth Surney [Gurney]"" - primary witness for Ruth's 9 January 1676 remarriage (RI-000127). [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,pope-pioneers-of-massachusetts-1900,yes,contradicts,yes,,,G13-RI-000127,,"BUNDY entry, ""he m. 9 Jan. 1676, Jane Gurney of Mendon"" - contradicts RI-000127 on the bride's forename; the two primary records (Plymouth Colony and Taunton VR) both read Ruth, so Pope's ""Jane"" is the error. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,rigler-gurney-family-aaron-zuinglius-1994,yes,supports,yes,sources/corpus_supplement/rigler-gurney-aaron-zuinglius-g9-g12-extract.md,G13-RI-000128;G13-RI-000134,,,"John Gurney-1 children entry - compiled-genealogy support for John Jr.'s Mendon household (RI-000128) and Peter's death (RI-000134). [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,sprague-braintree,yes,supports,yes,,G13-RI-000128;G13-RI-000134,,,"p.695, John Gurney entry - the Braintree compiled genealogy, second compiled witness alongside Rigler for RI-000128 and RI-000134. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-family-mendon-descendants,taunton-vital-records-to-1850-vol2-marriages-1928,yes,supports;mentions,yes,,G13-RI-000127;G13-RI-000135,,,"vol.2 (Marriages): ""BUNDY, John ... and Ruth Garney [Gurney] of Mendun, Jan. 9, 1675-6"" supports RI-000127; the ""GURNEY (Garney), Elizabeth and Timothy Cooper"" entry (16 October) is one of the Taunton-area descendant leads on RI-000135. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.] [Role repaired 2026-07-10: the graph carries two links for this source - supports on RI-000127 and mentions on RI-000135 - and the 2026-07-09 re-authoring dropped the second role token.]"
g13-family-mendon-descendants,torrey-new-england-marriages-prior-1700,yes,supports,yes,sources/corpus_supplement/torrey-new-england-marriages-prior-1700-page-331-gurney.md,G13-RI-000128,,,"p.331, third Gurney line: ""John (-1675?) & Ruth ?Retchell, m/2 John Bundy 1676 ... Menden (had John, Samuel, Mary)"" - the compendium cross-check on the Mendon household RI-000128. [Row re-authored 2026-07-09 from the topic file and the graph after the prior working-tree row was lost to a malformed CSV field; gating columns verified against item_sources, notes prose is new.]"
g13-identity-candidate-b,anderson-gmd-2015,yes,qualifies,yes,,,,G13-RI-000170,"p.158 origin 'Unknown' - qualifies the summary weighing RI-000170: no surviving record states John's English origin, which is why the identification is cumulative rather than documented."
g13-identity-candidate-b,bho-hmc-kings-lynn-misc-writings,yes,supports,yes,sources/corpus_supplement/bho-hmc-kings-lynn-francis-gurney-1622.md,G13-RI-000149,,,"HMC calendar of the 17 Oct 1622 King's Lynn worsted agreement naming Francis Gurney, citizen and merchant-taylor - source_evidence RI-000149 for the venture behind the family's financial decline."
g13-identity-candidate-b,blomefield-norfolk,yes,supports,yes,,G13-RI-000168,,,"vol. vii pp.42-47 quoting Edward Gournay's inquisition as 'taken at East-Dereham, October 13th in the 17th of Charles I' - supports RI-000168 (senior branch in the East Dereham orbit). Blomefield's 'Edmund' name-slip is recorded, not merged."
g13-identity-candidate-b,british-archivist-bernau-1913,yes,supports,yes,,G13-RI-000146;G13-RI-000161,,,"Bernau 1913 'His Parentage' (RI-000146, Francis's identity) and 'His Parents' Children' (RI-000161, the fragmentary Anne Browning child list that removes the argument from silence)."
g13-identity-candidate-b,dg-rec-pt2,yes,context_for,yes,sources/corpus/daniel-gurney-part-2.md,G13-RI-000153,,,"Norfolk-line pedigree context for Anne Heydon's marriage to William Gurney V, the genuine Gurney-Heydon tie - context_for RI-000153, which corrects the reported Myrable Ryvett / Sir John Heydon marriage."
g13-identity-candidate-b,dg-rec-pt3,yes,supports,yes,sources/corpus/daniel-gurney-part-3.md,G13-RI-000146;G13-RI-000148;G13-RI-000149;G13-RI-000150;G13-RI-000160;G13-RI-000161,,,"Daniel Gurney's Record Part III is the backbone secondary source for Francis: pedigree pp.523-526 (RI-000146), Norwich/Lestrange pp.524 and 529-532 (RI-000148), King's Lynn pp.504 and 526 (RI-000149), the 1634 indenture Appendix C no.2 (RI-000150), the 1633 visitation transcript p.524 (RI-000160), and the John-of-Maldon/George additions p.525 (RI-000161)."
