dump_file,finding_id,finding_heading,destination_type,destination_path,disposition,source_registration_required,research_item_ids,source_ids,lead_action,lead_ids,notes
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.6,Blomefield advowson sweep (W4): West Barsham vicarage GURNEY-patronage 1603; Warford institution invisible,topic,g13-origin-wardship-network,assimilated,no,G13-RI-000185,blomefield-norfolk,,,"ASSIMILATED (2026-07-10, wardship-network revision) into g13-origin-wardship-network as source_evidence G13-RI-000185: Blomefield's parish-advowson sweep (West Barsham vicars list, Gurney patron 1603, 1603-1743 institution gap; Harpley and Great Ellingham excluded as the 1627 living) - the patron-side lever on the open Warford question, QUALIFIES RI-000085. blomefield-norfolk already registered; West Barsham advowson extract added to sources/corpus_supplement/blomefield-norfolk-vol7-pp42-47-west-barsham.md. The advowson finding has a single home here; the earlier g13-identity-candidate-b routing is subsumed (no separate candidate-b item due)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.7,"Winthrop Papers I (W3): Adam Winthrop diary memorializes Lewkenor deaths 1605; MHS index proposes ""Warford (Walford?)""",topic,g13-origin-wardship-network,assimilated,yes,G13-RI-000186,mhs-winthrop-papers-adam-winthrop-diary-1605,,,"ASSIMILATED (2026-07-10, wardship-network revision) into g13-origin-wardship-network as source_evidence G13-RI-000186: Adam Winthrop's diary (Winthrop Papers I:153) recording the 3 Oct 1605 deaths of Sir Edward Lewkenor of Denham and Susan (Heigham), Martha (Lewkenor) Gurney's parents; SUPPORTS the founders-network finding RI-000083. NEW source mhs-winthrop-papers-adam-winthrop-diary-1605 registered (sources.json v1.18.0 + validation worksheet). The Warford/Walford spelling-variant point was already reflected in RI-000085 (2026-07-06)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.8,NEW PERSON: Elizabeth Gournay m. Bozoune Crowe of East Bilney (before 20 Dec 1636) - senior branch in East Dereham orbit,topic,g13-identity-candidate-b; g13-origin-wardship-network,assimilated,,G13-RI-000166;G13-RI-000168,muskett-suffolk-manorial-families-v2-1900,,,"ASSIMILATED (2026-07-09) into g13-identity-candidate-b: Elizabeth, dau. of Thomas Gurney III and sister of Edward Gournay of West Barsham, m. Bozoune Crowe of East Bilney before 20 Dec 1636 (source_evidence G13-RI-000166), supporting the senior-branch-in-the-East-Dereham-orbit finding G13-RI-000168. Muskett vol. 2 registered this increment as muskett-suffolk-manorial-families-v2-1900 with a validation worksheet. The wardship-network bearing (a new senior-branch daughter for the West Barsham pedigree) remains available to a later g13-origin-wardship-network revision; the identity bearing this row was held for is now closed."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.9,L’Estrange jest-book Gurney anecdotes are KIN-SOURCED (Sir Nicholas L’Estrange m. Anne Lewkenor),topic,g13-origin-wardship-network,assimilated,yes,G13-RI-000187,muskett-suffolk-manorial-families-v2-1900;thoms-anecdotes-traditions-1839,,,"ASSIMILATED (2026-07-10, wardship-network revision) into g13-origin-wardship-network as research_finding G13-RI-000187: Sir Nicholas L'Estrange's marriage to Anne Lewkenor of Denham (niece of Martha (Lewkenor) Gurney, first cousin of Edward Gournay) makes the Thoms 1839 jest-book Gurney anecdotes kin-sourced family testimony; explains 'Frances Hood'=Frances Hovell and shows the erroneous '1614' death circulated inside the family. CONTEXTUALIZES the pedigree evidence RI-000081; new subsection with marker G13-PM-000113. Sources muskett-suffolk-manorial-families-v2-1900 and thoms-anecdotes-traditions-1839 both already registered (Phase 1 / earlier)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.10,"Hovell records confirm Frances Hovell as Edward Gournay wife, alive as kin 1647 (Mary Goodwin 1647 will ""Cozen Gurney"")",topic,g13-identity-candidate-b,assimilated,,G13-RI-000167;G13-RI-000168,muskett-suffolk-manorial-families-v2-1900,,,"ASSIMILATED (2026-07-09) into g13-identity-candidate-b as source_evidence G13-RI-000167: the two Hovell charts and Mary Goodwin's 1647 will ('sister Frances Hovell of Hillington Cozen Gurney') confirm Frances Hovell as Edward Gournay's widow and show the Hovells acknowledging Gurney kin in Nov 1647; supports G13-RI-000168. Muskett's 'East Basham/East Barsham' is flagged as a slip for West Barsham, not resolved. The 'Frances Hood' garble and the L'Estrange/Lewkenor kin-sourcing of the Thoms anecdotes (F-R3.9) are not assimilated here."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.11,"Bury <-> New England conduit: Thomas Chaplin 1672 Bury will leaves 40 pounds to ""Mary Gurney my servant"" beside NE debt",topic,g13-origin-bury-connections,assimilated,yes,G13-RI-000188,muskett-suffolk-manorial-families-v3-1900,,,"ASSIMILATED (2026-07-10) into g13-origin-bury-connections as source_evidence G13-RI-000188: Muskett vol.3 pt.1 Chaplin-of-Bury pedigree, the 1672 will of Thomas Chaplin of Bury St Edmunds leaving 40 pounds to 'Mary Gurney my servant' beside the Jeremy Houchin New England debt; CONTEXTUALIZES the attribution finding RI-000097 as a concrete Bury<->New England corridor instance. Names no John Gurney and connects to no natal household - folded into the 'what the attribution is worth' section (marker PM-000066). muskett-suffolk-manorial-families-v3-1900 registered in Phase 1 (sources.json + validation worksheet)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round3-part2.md,F-R3.12,"False-friend addition: Muskett renders GARNEYS as ""Gurneys"" (Mirabel)",cross-cutting,research/topics/gurney-false-friends-registry.md,routed,no,,muskett-suffolk-manorial-families-v1-1900;muskett-suffolk-manorial-families-v2-1900,,,"[G4 2026-07-11] Routed to the false-friends registry ('Suffolk GARNEYS rendered ""Gurneys""' entry): Muskett's inconsistent 'Gurneys'/'Garneys' rendering of the Suffolk Garneys-of-Kenton family (Mirabel Garneys/Gurneys) extends the vol.1 Garneys-of-Hoxford note (F-R3.1) into a working rule for Suffolk sources. Both Muskett volumes already registered; no new source required."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.1,FLAGSHIP: 1646 Braintree meadows petition FOUND and imaged - Mass Archives vol.45 p.11; John Gurney among founding cohort,topic,g13-colonial-braintree-community,assimilated,yes,G13-RI-000184,massachusetts-archives-vol-45-lands-1622-1726,append-status-note,L-194,"[G3 2026-07-10] Assimilated into g13-colonial-braintree-community as source_evidence RI-000184 (the imaged 1646 Braintree meadows petition; Mass. Archives vol. 45 p. 11 + answer slip p. 11a, DGS 007702989 imgs 1403/1402, arks 3Q9M-C9Y5-YWYK/-YWYP), SUPPORTS the residence finding RI-000008 (strong) and the community-standing finding RI-000016 (moderate); marker G13-PM-000112. Source massachusetts-archives-vol-45-lands-1622-1726 registered in Phase 1 (validation worksheet). Distinct from the still-unlocated 1645 plantation petition (open_question RI-000017, L-191) - the topic prose states the distinction explicitly. Lead L-194 advanced (petition pulled/imaged; signature 'john gournet/gourney' = Pope GURNET head-form; autograph-vs-mark paleography still open)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.2,"Boston First Church records (CSM 39): ZERO Gurney 1630-1778 - last Boston record class closes vs Anderson ""Boston""",topic,g13-colonial-record-coverage,assimilated,yes,G13-RI-000180;G13-RI-000179,csm-39-boston-first-church,,,"[G3 2026-07-10] Headline: assimilated into g13-colonial-record-coverage as negative_result RI-000180 (First Church Boston, zero Gurney 1630-1778) supporting the Boston-silence synthesis RI-000179; supplies the record-level ground for the Anderson-Boston conflation reading in g13-identity-assessment RI-000176. csm-39-boston-first-church registered in Phase 1 (validation worksheet)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.3,"L-22 RESOLVED: 1638 ""Mr. Gurney, Soper Lane"" is ABEL GOURNEY, London cook - not Francis G14",other-subject,research/topics/john-gurney-candidate-others.md,routed,yes,,,,,"[G4 2026-07-11] Routed to the candidate-elimination catalogue, which already carries this resolved-negative: research/topics/john-gurney-candidate-others.md lists 'Abel Gurney at St Pancras Soper Lane — biblical name, possibly the Abel son of William Gurney (PROB 11/252/152)', and research/case-files/john-gurney-case-file-v4.md footnote n111 already cites T.C. Dale's 1638 Soper Lane 'Mr. Gurney' entry as distinct from the Candidate D household. This dump row supplies the full identification chain (Dale's list + Keene & Harding's pre-Fire gazetteer Index of Persons + the 1641/1642 property-history entries) confirming Abel Gourney, citizen and cook, as the 1638 Soper Lane tenant — not Francis G14 and not the emigrant. Lead L-22 is already tracked as a low-priority eliminated-candidate continuation check on the g13 fact sheet's open-leads list; no change needed there. T.C. Dale's Inhabitants of London (1638) and Keene & Harding's Historical Gazetteer of London before the Great Fire are not yet registered sourceIds (no source registrations in this pass)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.4,"Bozoune Crowe PCC will PROB 11/289/177 (as ""Bozann Crome""), proved 11 Mar 1659 - image pull gated",topic,g13-identity-candidate-b,assimilated,,G13-RI-000169,tna-pcc-probate;blomefield-norfolk,,,"ASSIMILATED (2026-07-09) into g13-identity-candidate-b as open_question G13-RI-000169: Bozoune Crowe's will, PROB 11/289/177, catalogued under the misrendering 'Bozann Crome' and proved 11 March 1659, is located but unimaged; it is the one document that could convert the East Bilney geography into a stated Gournay kinship. The finding's Blomefield East Bilney check (no Gournay advowson mention) is carried through blomefield-norfolk on G13-RI-000168, which cites the same volume for the East Dereham inquisition. The image pull stays gated."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.5,"Rev. Thomas Jenner of Weymouth pinned in Venn: eastern-counties man, ended at Coltishall Norfolk",topic,g13-origin-migration-network,assimilated,no,,alumni-cantabrigienses-venn,,,"[2026-07-13] Retagged mentions -> assimilated: alumni-cantabrigienses-venn is now item-linked (role mentions) to the weak-lever analysis RI-000079 it already elaborates in prose, so the dump journey-check passes and the Jenner datum is a homed graph finding, not a bare prose mention. [G3 2026-07-11 REVISION] CLOSED via a mentions-level link, not a new item. On rereading the unit (this is the fourth increment to touch this row), the Essex(Fordham)-origin-and-Coltishall-Norfolk-ending datum adds real but thin texture beyond RI-000091 (the Hingham-Norfolk reception-corridor finding): Jenner is Weymouth's own minister in John's arrival window, not a settler-stream figure, and he is Essex-born, not Norfolk-born - his one Norfolk living came only after he left Weymouth, so it does not strengthen the Norfolk-corridor reading. Added as one sentence + footnote in g13-origin-migration-network's 'A weak lever for origin' section, citing alumni-cantabrigienses-venn (already registered), with an explicit cross-reference back to the Weymouth-unit credit tie (RI-000020/RI-000021, not restated there). No new G13-RI item authored - the datum does not carry independent weight beyond a passing mention. Row closed."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.6,"CREATIVE LEAD: the Brackett brothers (John Gurney tightest Braintree associates) were Sudbury, Suffolk men",topic,g13-origin-migration-network,assimilated,yes,G13-RI-000195,brackett-genealogy-1907;wikitree-brackett-20-richard-brackett;hop-gurdon-brampton-1566-1650,,,"[G3 2026-07-11 REVISION] ASSIMILATED into g13-origin-migration-network as analysis G13-RI-000195: the Brackett brothers' compiled Sudbury, Suffolk origin (WikiTree Brackett-20, NEW source registered) read against Brampton Gurdon's own Sudbury parliamentary seat and Assington patronage geography (History of Parliament, NEW source hop-gurdon-brampton-1566-1650 registered), authored at exactly network-suggestion weight - explicitly NOT a documented tie to John, tied via CONTEXTUALIZES relations to the reception-network finding RI-000090 and the wardship-network finding RI-000083. The 1907 Brackett Genealogy (NEW source brackett-genealogy-1907 registered, extract at sources/corpus_supplement/brackett-genealogy-1907-origin-extract.md) supplies the superseded Norfolk (Wreningham) reading its own author called 'meager.' The NEHGS Early New England Families Richard Brackett sketch remains unread and unregistered - it and the St Gregory Sudbury parish-register image stay open verification steps, not claimed here. Row closed."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.7,L-170: Coldham Ancestry datasets Gurney-negative for emigrant window; Complete Book of Emigrants not on Ancestry,topic,g13-research-source-coverage,assimilated,no,G13-RI-000048;G13-RI-000049;G13-RI-000050;G13-RI-000053,ancestry-english-adventurers-emigrants-1609-1660;ancestry-emigrants-in-bondage-1614-1775;ancestry-child-apprentices-christs-hospital-1617-1778,append-status-note,L-170,"Assimilated 2026-07-05 into g13-research-source-coverage. Three Coldham/Ancestry emigrant-dataset negatives -> negative_result items RI-000048 (English Adventurers & Emigrants 1609-1660, dbid 49150; only 'Gurnard's Head' place hits), RI-000049 (Emigrants in Bondage 1614-1775, dbid 61074; earliest Gurney 1683, out of window), RI-000050 (Child Apprentices Christ's Hospital 1617-1778, dbid 49104; all 18th-c.), each SUPPORTS the coverage synthesis RI-000053. The three Ancestry datasets registered in data/sources.json (v1.8.0) + validation worksheets. Residual retained as backlog: Coldham's Complete Book of Emigrants 1607-1660 (not on Ancestry) + TNA E 157/20 (1635 port register) -> lead L-170 advanced (append-status-note). Registered source set complete. [2026-07-13: disposition retagged synthesized/partial -> assimilated (the correct dump-ledger vocabulary word; synthesized/partial are legacy-ledger values the dump checker does not journey-check). The dump journey-check is now ACTIVE on this row and PASSES: every listed source is item-linked in the destination unit. Any residual named above is a tracked open_question/lead or a source-registration follow-up, not un-ingested dump content.]"
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.8,Warford (Walford?) absent from Oxford; no standard Oxbridge M.A. fits - CCEd is the last index,topic,g13-origin-wardship-network,assimilated,yes,G13-RI-000085,foster-alumni-oxonienses-1500-1714,,,Assimilated 2026-07-06 into g13-origin-wardship-network open_question G13-RI-000085 (Foster Oxford negative for Warford). Registered new source foster-alumni-oxonienses-1500-1714; CCEd remains the open route.
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.9,Threnodia (1606) retrieved in full: EEBO scan; OCR salad; route to EEBO-TCP,source-artifact,sources corpus,routed,yes,,,,,"[G4 2026-07-11] Routed as artifact-retention, not a finding: the retrieved Threnodia (1606) EEBO djvu.txt is retained at sources/intake/dump-files/dump-2026-07-02-g13-colonial-round4-files/ (per the round-4 dump's own §7 manifest). Its OCR is unusable for name extraction (mixed Latin/Greek/English early print; only 'Lewkenorem' forms survive), so no content is assimilable yet. The volume is Candidate-B network material (funeral verses for Sir Edward Lewkenor and Susan Heigham, Martha Lewkenor Gurney's parents) that would eventually feed g13-origin-wardship-network if an EEBO-TCP keyed transcription or a manual page-image read recovers contributor names, but nothing is assimilable from this row today. Not registered as a source (no source registrations in this pass)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.10,Alternative-web-index sweep: New England Hidden Histories + Digital Commonwealth negative/out-of-window,topic,g13-research-source-coverage,assimilated,no,G13-RI-000051;G13-RI-000052;G13-RI-000053,nehh-congregational-library-colonial-church-records;digital-commonwealth,,,"Assimilated 2026-07-05 into g13-research-source-coverage. Two digital church/aggregator index negatives -> negative_result items RI-000051 (New England's Hidden Histories, Congregational Library: no pre-1690 material for John's towns) and RI-000052 (Digital Commonwealth: zero 'Gurney Braintree'), each SUPPORTS the coverage synthesis RI-000053. Both sources registered in data/sources.json (v1.8.0) + validation worksheets. Backlog residual: the Massachusetts Archives Digital Repository (Preservica) not separately swept. [2026-07-13: disposition retagged synthesized/partial -> assimilated (the correct dump-ledger vocabulary word; synthesized/partial are legacy-ledger values the dump checker does not journey-check). The dump journey-check is now ACTIVE on this row and PASSES: every listed source is item-linked in the destination unit. Any residual named above is a tracked open_question/lead or a source-registration follow-up, not un-ingested dump content.]"
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,F-R4.11,"W6 resolved: 1664 Braintree ""meadowes"" FTS items are James Penniman will (no Gurney); + ""John Braintree of Wymondham"" curio",topic,g13-colonial-record-coverage,assimilated,no,G13-RI-000182,familysearch-fulltext-search,,,"[G3 2026-07-10] Folded into the FamilySearch sweep negative RI-000182: the residual +Braintree +meadowes arks resolve to the 1664 James Penniman will and the 1689/90 Richard Brackett will, neither a Gurney; the Wymondham John Braintree is a false-friend surname, logged so no future sweep chases it."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,9.1,Where the identity question actually stands (analysis),topic,g13-identity-assessment,assimilated,,G13-RI-000174;G13-RI-000175;G13-RI-000177;G13-RI-000178,,,,"ASSIMILATED (2026-07-10) into g13-identity-assessment. The brief's three reasons for holding Candidate B in the upper half of its band, and its five reasons for not going above ~70%, are carried as analysis RI-000177 (every rival actively disproved; one adult Gurney household in Massachusetts before 1660; the hypothesis predicts its own thin record), open_question RI-000175 (the strongest network evidence attaches to the senior branch, not to John), analysis RI-000174 (the unknown-corridor residual), and analysis RI-000178 (what would move the number). The Entry E date slop and the unplaced wife Mary are already carried in g13-identity-candidate-b (RI-000158, RI-000159) and g13-family-wives-marriages (RI-000063, RI-000064)."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,9.2,What would actually move the number (ranked by unlock-per-effort),topic,g13-research-open-questions,assimilated,,G13-RI-000057,,,,"Synthesized into g13-research-open-questions analysis RI-000057 + the grouped WIP-leads table: the ranked next-work priorities are the operational pulls maintained in the canonical leads catalogue; the highest-leverage strands (origin-corridor pulls, the Y-DNA discriminator) map to open_questions RI-000054/000056. No new sources; empty set. [2026-07-13: disposition retagged synthesized/partial -> assimilated (the correct dump-ledger vocabulary word; synthesized/partial are legacy-ledger values the dump checker does not journey-check). The dump journey-check is now ACTIVE on this row and PASSES: every listed source is item-linked in the destination unit. Any residual named above is a tracked open_question/lead or a source-registration follow-up, not un-ingested dump content.]"
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,9.3,Speculations and loose threads on the record,topic,g13-research-open-questions; g13-colonial-frontier-rights; g13-colonial-braintree-community; g13-origin-traditions,assimilated,no,G13-RI-000055;G13-RI-000030;G13-RI-000016;G13-RI-000098;G13-RI-000099;G13-RI-000100;G13-RI-000101;G13-RI-000102;G13-RI-000103,,,,"[G3 2026-07-11 REVISION] CLOSED - all four facets verified-homed or explicitly re-routed; the false-friend table facet stays pointed at the not-yet-built false-friends registry (Phase 4 has not run). (1) Mary-church-membership: verified homed in g13-research-open-questions RI-000055 (the open first-wife-identity question), covering the same underlying gap even though it does not restate the specific church-admission research angle. (2) Quinapaug: verified homed in g13-colonial-frontier-rights RI-000030 (exact statement match). (3) Henry Adams co-petitioner: verified homed in g13-colonial-braintree-community (RI-000016 and prose), including the Adams-Old-House convergence, richly written up. (4) Apprentice-John thread (b. c.1615, Southwark/Newgate ghost): the row's previously-stated destination g13-identity-london-candidate is WRONG - that unit is Candidate D (the London draper Robert Gurney's son) and never mentions Newgate or 1636. The actual, richly-developed home is g13-origin-traditions (RI-000098-103: the 1615-birth/Southwark tradition de-conflated from the 1636 Newgate apprentice), cross-referenced from g13-origin-trade-training RI-000075 and g13-identity-assessment RI-000176/RI-000194 and the case file §8.5/§10.2. Destination corrected accordingly. [G4 2026-07-11] The false-friend table (5th facet, not separately required by this pass) now has a real home: research/topics/gurney-false-friends-registry.md. Row closed."
sources/intake/dump-files/Old dumps/dump-2026-07-02-g13-colonial-round4-arch45-and-network.md,9.4,Candid bottom line (analysis),topic,g13-identity-assessment,assimilated,,G13-RI-000177;G13-RI-000178,,,,"ASSIMILATED (2026-07-10) into g13-identity-assessment as analysis RI-000178: the two realistic end-states (a Rivett-orbit marriage record or a 1650s Norfolk kin-mention lifts the identification to ~85-90%; otherwise it plateaus at ~65-70% as a permanently caveated best identification), and the judgement that the second is roughly twice as likely. The colonial record's exhaustion at the printed and indexed level is the record-coverage finding RI-000038 and the source-coverage synthesis RI-000053, cross-referenced not restated."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.1,"Henry Gurney, householder, St Dunstan in the West, London, 1638",other-subject,research/topics/london-gurney-comparators-1595-1670.md,routed,yes,,,new-lead-added,L-197,"[G4 2026-07-11] No G13 bearing — a London same-surname comparator, not the colonial emigrant or a direct ancestor. Routed to the London Gurney comparators topic (same-surname London households 1595-1670, explicitly not the colonial John Gurney of Braintree). Henry Gurney, rated 13/6/8 at St Dunstan in the West 1638 (legal quarter), is a new London datapoint; new lead L-197 tracks identifying him against the G14 household and the Fleet-Street corridor (with 3.6). T.C. Dale's Inhabitants of London (1638) is not yet a registered sourceId (no source registrations this pass)."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.2,"L-179: ""Henry Gurney""/""Henry Gurnay"" NOT in Cecil Papers or State Papers on BHO (neg->pivot)",other-subject,research/people/g15-henry-gurney-fact-sheet.research.md,routed,no,,cal-cecil-papers-hatfield,,L-179,[G4 2026-07-11] No G13 bearing — a negative search for G15 Henry Gurney the antiquary in the Cecil Papers/State Papers on BHO. Routed to the G15 companion as the relevant negative result. Lead L-179 updated with this negative (BHO-Cecil/CSPD route now treated as exhausted for Henry by name; residual = non-BHO routes). cal-cecil-papers-hatfield is already registered (used for the related 1606 Edmund letter).
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.3,G23 Edmund Gournay - Kings Lynn Chamberlains accounts (HMC 11th Report),other-subject,research/people/g23-edmund-gurney-fact-sheet.research.md,routed,yes,,,,,"[G4 2026-07-11] No G13 bearing — G23 Edmund Gournay's 1373-75 role as legal counsel to the borough of Kings Lynn during a breach-of-the-peace crisis. Routed to the G23 companion as a complete, ready-to-promote finding (dated, primary-abstract, independent of DG/Blomefield); no open follow-up needed beyond ordinary prose promotion. HMC 11th Report Appendix III is not yet a registered sourceId (no source registrations this pass)."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.4,More BHO Close Rolls Gurnay dates (gold-paywalled; sweep PD printed calendars),other-subject,research/people/g23-edmund-gurney-fact-sheet.research.md; research/people/g18-william-gurney-v-fact-sheet.research.md; research/people/g19-william-gurney-iv-fact-sheet.research.md,routed,yes,,,,,"[G4 2026-07-11] No G13 bearing — a method note (BHO-gold-paywall bypass via IA printed calendars) plus a list of Close Roll dates. The Edw III vol.13/14 dates feed G23 Edmund (worked in row 4.4); the Hen VII vol.1 1488-1490 Heydon-co-occurring entry is a G18/G19 Townshend-network item (feeds L-175) but is itself BHO-gold or TNA C 54 image-only — gated, no online route this pass. Routed to all three companions; no new lead added for the gated Hen VII item given its low marginal priority next to the already-resolved L-175 adjacent-IPM harvest. No sourceId registered yet for the printed CCR volumes."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.5,"L-175 - Townshend trust network + ""William Gurnay the younger"" (CIPM Henry VII)",other-subject,research/people/g18-william-gurney-v-fact-sheet.research.md; research/people/g19-william-gurney-iv-fact-sheet.research.md,routed,yes,,,,L-175,"[G4 2026-07-11] No G13 bearing — resolves L-175's 'elder vs younger William' residual (the Henry Wynter IPM names both William Gurnay the younger and, by implication, the elder) and supplies a full adjacent-IPM feoffee harvest (Wynter, Geddyng/Drury, Tendale/Townshend, Fortescue/Calthorpe) placing G18/G19 inside the Townshend-Paston-Heydon-Calthorpe Norfolk legal-gentry trust circuit, c.1488-1502. Routed to both companions. Lead L-175 updated (2026-07-11 status note); recommend promote-then-close once written up — not done in this ledger-only pass. CIPM Henry VII series 2 is not yet a registered sourceId."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.6,G17 Anthony Gurnay - 1532 Larling settlement (Blomefield vol 1),other-subject,research/people/g17-anthony-gurney-fact-sheet.research.md,routed,no,,blomefield-norfolk,,,"[G4 2026-07-11] No G13 bearing — G17 Anthony Gurnay's 1532 Larling settlement on John Tirrell and others (Shropham hundred, the Great Ellingham neighbourhood). Routed to the G17 companion as a complete, ready-to-promote finding. blomefield-norfolk is already registered."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.7,"Cadet-branch signal - William Gurney, gent., of Cawston, d. 10 Mar 1578 (monument)",other-subject,research/topics/norwich-gurney-collateral-network.md,routed,yes,,blomefield-norfolk,new-lead-added,L-198,"[G4 2026-07-11] No G13 bearing — a Tudor cadet-branch signal: William Gurney, gent., of Cawston, d.1578, monument bearing the West Barsham cross-engrailed arms differenced with a crescent (second-son cadency), plus Ancient Deeds B.991 (a Cawston/Booton William Gurnay a century earlier). No existing subject file covers this branch; routed to the general Tudor/Stuart Norfolk collateral-network topic as the closest home. New lead L-198 tracks reconstructing a placed Cawston/Booton cadet line c.1480-1650. blomefield-norfolk is registered; Ancient Deeds is not."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.8,Ancient Deeds - full Gurnay index across A/B/C/D series,other-subject,research/topics/norwich-gurney-collateral-network.md,routed,yes,,,,,"[G4 2026-07-11] No G13 bearing — a worklist of Ancient Deeds Gurnay index entries (deed numbers A.1554, B.1426, D.1053, A.6461/7196/7857/7025/8939/8973/9266/9956) to pull, most of them medieval/collateral. Several are already pulled and abstracted in this same dump's §5 (not itself a row in the ledger's 35-row scope). Routed to the general collateral topic as the destination for whichever named individuals the abstracts resolve to; no new lead added since the retained dump file's own §5/§8 already tracks the worklist and partial execution. Ancient Deeds is not a registered sourceId."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.9,Saved BHO page files (this cluster),other-subject,sources corpus,routed,no,,,,,[G4 2026-07-11] No G13 bearing and no findings of its own — a file-manifest pointer (saved BHO page texts for this cluster). Routed as artifact-retention: the referenced page texts are retained in sources/intake/dump-files/dump-2026-07-03-images/ per the round-5 dump's own §8 manifest.
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,2.x,NEG ledger for this cluster,other-subject,research/places/somerset-gournay-collateral.md; research/people/g15-henry-gurney-fact-sheet.research.md,routed,yes,,blomefield-norfolk,,L-179,"[G4 2026-07-11] No G13 bearing — a NEG ledger for this cluster: no Gurn* on the CSPD index-L page (false positive, feeds L-179, already updated); 'henry gurnay' hits are already-held Blomefield ground; Blomefield's own Scothowe 'Gurnays' manor is corrected to 'Berneys' (not a Gurney manor); Matthew Gurnay in CIPM Hen IV (Haccombe, Devon) is the Somerset collateral, not G29 (consistent with L-166's prior exclusion); the 1509 Pardon Roll 'Richard Gurnay... of Corymalet, Soms.' is a Somerset collateral. Routed to the Somerset collateral place file (for the Devon/Somerset negatives) and the G15 companion (for the Henry negative, cross-referencing L-179). blomefield-norfolk is registered; CIPM Hen IV and the L&P Hen VIII Pardon Roll are not."
sources/intake/dump-files/Old dumps/dump-2026-07-03-round5-G-14-to-G-37.md,3.1,"MAJOR: Swathings held BY John de Gurnay OF Bardolf ""as parcel of the barony of Gurnay"" (CIPM vol 7)",other-subject,research/places/hardingham.md; research/people/g25-john-de-gournay-iii-fact-sheet.research.md; research/topics/anderson-yvery-harpetre-gournay-collateral.md,routed,yes,,,,L-43;L-151;L-178,"[G4 2026-07-11] No G13 bearing — a MAJOR medieval-line finding: the Thomas Bardolf IPM (CIPM vol.7 entry 243) shows junior-line John de Gurnay holding Swathings of Bardolf by knight service, 'as parcel of the barony of Gurnay,' confirming the tenurial link L-178 tested and resolving L-43's misdirected vol.5 search (the record is in vol.7, Edward III, not vol.5, Edward II). Routed exactly per the row's own [REC]: hardingham.md (Swathings section), the g25 companion, and the anderson-yvery-harpetre topic. Leads L-43 (resolved), L-151 (reframed), and L-178 (confirmed for Swathings) all updated with 2026-07-11 status notes. CIPM vol.7 is not yet a registered sourceId."
